,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
917,KERNEX,Kernex Microsystems (India) Limited,BE,20-DEC-2005,10,1,INE202H01019,10,BE,289.0,294.0,279.0,280.65,280.5,289.4,10565,2994712.4,15-DEC-2022,192,INE202H01019
918,KESORAMIND,Kesoram Industries Limited,EQ,06-SEP-1995,10,1,INE087A01019,10,EQ,59.7,62.2,59.0,60.6,60.9,59.75,1811537,110493247.9,15-DEC-2022,10107,INE087A01019
919,KEYFINSERV,Keynote Financial Services Limited,EQ,26-JUN-1996,10,1,INE681C01015,10,EQ,103.0,103.05,101.5,101.8,101.55,102.65,5687,582444.3,15-DEC-2022,140,INE681C01015
920,KHADIM,Khadim India Limited,EQ,14-NOV-2017,10,1,INE834I01025,10,EQ,266.75,269.25,261.0,263.25,263.0,266.7,18154,4805386.4,15-DEC-2022,961,INE834I01025
921,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,EQ,30-OCT-2020,1,1,INE745B01028,1,EQ,75.2,82.2,74.0,81.05,81.4,74.9,1578542,126704312.6,15-DEC-2022,11916,INE745B01028
922,KHAITANLTD,Khaitan (India) Limited,BE,20-DEC-1995,10,1,INE731C01018,10,BE,51.85,52.3,51.15,51.35,51.15,51.55,2284,118095.9,15-DEC-2022,39,INE731C01018
923,KHANDSE,Khandwala Securities Limited,BE,07-FEB-2001,10,1,INE060B01014,10,BE,36.9,37.25,35.25,36.95,37.0,37.0,8144,295511.1,15-DEC-2022,53,INE060B01014
924,KICL,Kalyani Investment Company Limited,EQ,14-JAN-2011,10,1,INE029L01018,10,EQ,1895.0,1935.5,1890.0,1899.55,1902.0,1904.0,5172,9915425.45,15-DEC-2022,657,INE029L01018
925,KILITCH,Kilitch Drugs (India) Limited,EQ,29-SEP-2010,10,1,INE729D01010,10,EQ,161.0,164.0,155.9,159.5,159.3,160.9,19997,3183706.1,15-DEC-2022,512,INE729D01010
926,KIMS,Krishna Institute of Medical Sciences Limited,EQ,28-JUN-2021,10,1,INE967H01017,10,EQ,1427.5,1439.95,1409.95,1418.95,1413.2,1425.7,41298,58695333.25,15-DEC-2022,3631,INE967H01017
927,KINGFA,Kingfa Science & Technology (India) Limited,EQ,15-NOV-2016,10,1,INE473D01015,10,EQ,1310.0,1338.7,1269.6,1279.0,1278.7,1325.55,4027,5211703.3,15-DEC-2022,293,INE473D01015
928,KIOCL,KIOCL Limited,EQ,29-NOV-2016,10,1,INE880L01014,10,EQ,223.95,225.5,219.2,220.5,220.0,223.3,74130,16539703.5,15-DEC-2022,3865,INE880L01014
929,KIRIINDUS,Kiri Industries Limited,EQ,22-APR-2008,10,1,INE415I01015,10,EQ,489.95,509.5,489.9,497.45,497.75,485.65,325239,163427094.45,15-DEC-2022,11063,INE415I01015
930,KIRLFER,Kirloskar Ferrous Industries Ltd,EQ,13-NOV-2019,5,1,INE884B01025,5,EQ,334.9,334.9,321.05,329.05,325.2,332.1,206128,67282415.15,15-DEC-2022,6402,INE884B01025
931,KIRLOSBROS,Kirloskar Brothers Limited,EQ,20-APR-2010,2,1,INE732A01036,2,EQ,358.0,359.75,348.0,349.3,348.55,357.9,50042,17638075.75,15-DEC-2022,4053,INE732A01036
932,KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-DEC-2010,2,1,INE146L01010,2,EQ,337.0,349.0,335.85,337.95,338.0,334.05,497198,169182994.4,15-DEC-2022,12676,INE146L01010
933,KIRLOSIND,Kirloskar Industries Limited,EQ,24-JUN-2010,10,1,INE250A01039,10,EQ,1975.0,1979.9,1904.0,1909.95,1905.6,1963.75,2665,5148351.0,15-DEC-2022,668,INE250A01039
934,KITEX,Kitex Garments Limited,EQ,25-SEP-2012,1,1,INE602G01020,1,EQ,194.0,194.9,191.0,192.2,192.25,194.05,51278,9901480.85,15-DEC-2022,1230,INE602G01020
935,KKCL,Kewal Kiran Clothing Limited,EQ,13-APR-2006,10,1,INE401H01017,10,EQ,549.2,555.0,535.85,542.65,540.85,549.65,78941,42932036.7,15-DEC-2022,4338,INE401H01017
936,KMSUGAR,K.M.Sugar Mills Limited,EQ,31-MAY-2007,2,1,INE157H01023,2,EQ,28.25,28.7,28.1,28.25,28.5,28.25,175118,4969584.3,15-DEC-2022,854,INE157H01023
937,KNRCON,KNR Constructions Limited,EQ,18-FEB-2008,2,1,INE634I01029,2,EQ,269.55,269.55,262.6,265.05,263.1,267.0,106651,28446104.75,15-DEC-2022,3959,INE634I01029
938,KOHINOOR,Kohinoor Foods Limited,EQ,20-OCT-1999,10,1,INE080B01012,10,EQ,52.6,53.2,51.25,51.6,52.15,52.65,181200,9443596.9,15-DEC-2022,1816,INE080B01012
939,KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-JUL-2008,1,1,INE760A01029,1,EQ,91.25,93.5,89.1,89.85,89.8,90.7,296333,26975259.85,15-DEC-2022,5231,INE760A01029
940,KOLTEPATIL,Kolte - Patil Developers Limited,EQ,13-DEC-2007,10,1,INE094I01018,10,EQ,303.8,305.15,297.7,299.55,300.0,303.8,46940,14179846.25,15-DEC-2022,2277,INE094I01018
941,KOPRAN,Kopran Limited,EQ,09-JUN-1999,10,1,INE082A01010,10,EQ,156.5,158.6,155.1,156.15,155.7,156.5,64295,10064770.05,15-DEC-2022,1793,INE082A01010
942,KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-DEC-1995,5,1,INE237A01028,5,EQ,1875.55,1881.8,1854.9,1863.2,1855.1,1873.2,2041799,3816636171.4,15-DEC-2022,70789,INE237A01028
943,KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,13-DEC-2004,10,1,INE419A01022,10,EQ,42.0,42.9,41.8,42.0,42.0,42.0,144700,6126135.15,15-DEC-2022,1123,INE419A01022
944,KOTHARIPET,Kothari Petrochemicals Limited,EQ,02-NOV-1996,10,1,INE720A01015,10,EQ,70.0,73.95,70.0,72.4,72.4,69.9,237915,17337896.7,15-DEC-2022,2332,INE720A01015
945,KOTHARIPRO,Kothari Products Limited,EQ,03-JUN-1998,10,1,INE823A01017,10,EQ,127.5,130.0,125.35,126.75,127.8,126.4,3371,430887.3,15-DEC-2022,189,INE823A01017
946,KOVAI,Kovai Medical Center and Hospital Limited,EQ,05-AUG-2021,10,1,INE177F01017,10,EQ,1718.65,1732.45,1692.95,1699.1,1692.95,1712.95,1576,2698887.45,15-DEC-2022,419,INE177F01017
947,KPIGREEN,KPI Green Energy Limited,EQ,27-JUL-2021,10,1,INE542W01017,10,EQ,907.55,927.95,905.5,920.1,921.0,905.85,98526,90532929.6,15-DEC-2022,6730,INE542W01017
948,KPITTECH,KPIT Technologies Limited,EQ,22-APR-2019,10,1,INE04I401011,10,EQ,686.25,721.0,683.35,695.25,693.65,683.35,3242482,2301690755.75,15-DEC-2022,67210,INE04I401011
949,KPRMILL,K.P.R. Mill Limited,EQ,28-AUG-2007,1,1,INE930H01031,1,EQ,517.15,530.9,515.8,526.4,527.95,517.15,184012,96423561.0,15-DEC-2022,7924,INE930H01031
950,KRBL,KRBL Limited,EQ,21-JAN-2002,1,1,INE001B01026,1,EQ,433.7,436.25,426.9,430.9,430.0,435.0,235494,101560754.5,15-DEC-2022,6914,INE001B01026
951,KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,03-JAN-1996,10,1,INE268B01013,10,EQ,116.35,116.35,114.85,115.4,115.5,115.05,5999,690404.05,15-DEC-2022,100,INE268B01013
952,KRIDHANINF,Kridhan Infra Limited,EQ,11-DEC-2015,2,1,INE524L01026,2,EQ,3.85,3.9,3.35,3.65,3.65,3.8,527129,1914603.05,15-DEC-2022,413,INE524L01026
953,KRISHANA,Krishana Phoschem Limited,EQ,22-AUG-2019,10,1,INE506W01012,10,EQ,421.9,422.8,415.6,417.0,416.5,419.15,15542,6491244.0,15-DEC-2022,1131,INE506W01012
954,KRITI,Kriti Industries (India) Limited,EQ,01-NOV-2021,1,1,INE479D01038,1,EQ,81.6,81.65,78.0,78.45,78.3,80.35,33131,2616637.15,15-DEC-2022,1077,INE479D01038
955,KRITIKA,Kritika Wires Limited,EQ,04-MAY-2022,2,1,INE00Z501029,2,EQ,13.8,14.8,13.7,14.4,14.3,13.5,479515,6876919.85,15-DEC-2022,1501,INE00Z501029
956,KRITINUT,Kriti Nutrients Limited,EQ,07-OCT-2022,1,1,INE798K01010,1,EQ,54.0,54.35,52.7,53.1,53.5,53.4,24784,1323204.55,15-DEC-2022,469,INE798K01010
957,KRSNAA,Krsnaa Diagnostics Limited,EQ,16-AUG-2021,5,1,INE08LI01020,5,EQ,478.7,482.0,470.5,473.15,474.65,478.7,20377,9666089.65,15-DEC-2022,1484,INE08LI01020
958,KSB,Ksb Limited,EQ,08-FEB-1995,10,1,INE999A01015,10,EQ,1935.95,1959.7,1926.0,1939.75,1946.9,1943.5,2533,4908071.0,15-DEC-2022,1217,INE999A01015
959,KSCL,Kaveri Seed Company Limited,EQ,04-OCT-2007,2,1,INE455I01029,2,EQ,540.4,549.75,538.5,545.85,545.0,544.1,88982,48472937.15,15-DEC-2022,5050,INE455I01029
960,KSHITIJPOL,Kshitij Polyline Limited,EQ,27-JUL-2022,2,1,INE013801027,2,EQ,35.0,36.9,34.2,34.5,34.2,36.0,706966,25068870.4,15-DEC-2022,4088,INE013801027
961,KSL,Kalyani Steels Limited,EQ,19-MAY-2010,5,1,INE907A01026,5,EQ,371.0,371.75,362.3,365.55,365.0,371.4,37285,13666631.75,15-DEC-2022,2258,INE907A01026
962,KSOLVES,Ksolves India Limited,EQ,23-SEP-2022,10,1,INE0D6I01015,10,EQ,429.55,433.0,427.05,429.5,428.25,428.65,12471,5353148.6,15-DEC-2022,757,INE0D6I01015
963,KTKBANK,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,INE614B01018,10,EQ,163.2,165.2,156.5,159.9,159.5,162.8,2901993,471920874.4,15-DEC-2022,20740,INE614B01018
964,KUANTUM,Kuantum Papers Limited,EQ,23-OCT-2019,1,1,INE529I01021,1,EQ,143.2,144.5,138.25,139.85,138.7,142.8,111067,15628218.15,15-DEC-2022,1412,INE529I01021
965,L&TFH,L&T Finance Holdings Limited,EQ,12-AUG-2011,10,1,INE498L01015,10,EQ,93.15,96.35,92.9,93.5,93.25,93.05,21279881,2020799204.8,15-DEC-2022,57753,INE498L01015
966,LAGNAM,Lagnam Spintex Limited,EQ,30-SEP-2021,10,1,INE548Z01017,10,EQ,62.45,64.7,62.3,63.3,63.0,61.65,62053,3942448.25,15-DEC-2022,413,INE548Z01017
967,LAKPRE,Lakshmi Precision Screws Limited,BZ,26-SEP-2006,10,1,INE651C01018,10,BZ,6.2,6.2,5.9,6.2,6.2,6.2,1035,6408.0,15-DEC-2022,5,INE651C01018
968,LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-DEC-2015,10,1,INE600L01024,10,EQ,2375.0,2382.9,2341.75,2363.0,2360.0,2376.95,112004,264462139.5,15-DEC-2022,9948,INE600L01024
969,LAMBODHARA,Lambodhara Textiles Limited,EQ,04-FEB-2015,5,1,INE112F01022,5,EQ,100.1,103.0,99.15,100.6,99.2,100.85,8259,838129.5,15-DEC-2022,238,INE112F01022
970,LANCER,Lancer Container Lines Limited,EQ,10-MAY-2022,10,1,INE359U01010,10,EQ,439.5,454.0,436.45,449.55,451.5,434.7,72757,32368346.5,15-DEC-2022,4349,INE359U01010
971,LAOPALA,La Opala RG Limited,EQ,16-MAR-2007,2,1,INE059D01020,2,EQ,421.95,431.9,405.1,409.75,409.8,422.1,254541,106527889.35,15-DEC-2022,12108,INE059D01020
972,LASA,Lasa Supergenerics Limited,EQ,21-SEP-2017,10,1,INE670X01014,10,EQ,33.8,34.9,33.6,33.8,33.8,34.2,41928,1428826.6,15-DEC-2022,308,INE670X01014
973,LATENTVIEW,Latent View Analytics Limited,EQ,23-NOV-2021,1,1,INE0I7C01011,1,EQ,353.0,354.45,349.0,350.7,350.9,352.35,253236,88877397.2,15-DEC-2022,7369,INE0I7C01011
974,LAURUSLABS,Laurus Labs Limited,EQ,19-DEC-2016,2,1,INE947Q01028,2,EQ,396.5,400.75,392.45,394.45,393.9,397.1,1135799,450756660.6,15-DEC-2022,18254,INE947Q01028
975,LAXMICOT,Laxmi Cotspin Limited,EQ,12-NOV-2021,10,1,INE801V01019,10,EQ,23.75,26.0,23.7,25.45,25.45,23.7,149879,3786875.7,15-DEC-2022,513,INE801V01019
976,LAXMIMACH,Lakshmi Machine Works Limited,EQ,29-MAR-1995,10,1,INE269B01029,10,EQ,13740.0,13801.0,13211.0,13257.8,13279.95,13659.6,5751,77377019.55,15-DEC-2022,3307,INE269B01029
977,LCCINFOTEC,LCC Infotech Limited,EQ,02-MAR-2000,2,1,INE938A01021,2,EQ,2.6,2.6,2.45,2.5,2.45,2.55,123411,309279.15,15-DEC-2022,204,INE938A01021
978,LEMONTREE,Lemon Tree Hotels Limited,EQ,09-APR-2018,10,1,INE970X01018,10,EQ,87.95,88.9,87.15,87.7,87.65,87.55,3359687,295722269.05,15-DEC-2022,21993,INE970X01018
979,LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,15-APR-2015,10,1,INE850E01012,10,EQ,128.0,132.0,125.25,126.15,127.0,128.35,15478,1984314.75,15-DEC-2022,472,INE850E01012
980,LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-MAR-2010,10,1,INE337A01034,10,EQ,701.4,713.05,697.9,701.95,704.9,703.05,45833,32216595.4,15-DEC-2022,3082,INE337A01034
981,LGBFORGE,LGB Forge Limited,EQ,01-AUG-2008,1,1,INE201J01017,1,EQ,9.6,9.65,9.45,9.5,9.45,9.55,100249,956708.15,15-DEC-2022,294,INE201J01017
982,LIBAS,Libas Consumer Products Limited,EQ,23-JUL-2019,10,1,INE908V01012,10,EQ,20.2,20.55,19.9,20.15,20.0,19.95,112979,2290763.6,15-DEC-2022,474,INE908V01012
983,LIBERTSHOE,Liberty Shoes Limited,EQ,27-SEP-1995,10,1,INE557B01019,10,EQ,316.5,325.5,303.0,306.0,307.0,316.1,112471,35231871.15,15-DEC-2022,5178,INE557B01019
984,LICHSGFIN,LIC Housing Finance Limited,EQ,29-JUL-1998,2,1,INE115A01026,2,EQ,416.75,421.95,411.25,413.05,412.0,416.9,1593179,663277590.65,15-DEC-2022,23949,INE115A01026
985,LICI,Life Insurance Corporation Of India,EQ,17-MAY-2022,10,1,INE0J1Y01017,10,EQ,728.1,730.85,706.0,708.75,708.0,724.3,2263539,1625250197.85,15-DEC-2022,56216,INE0J1Y01017
986,LIKHITHA,Likhitha Infrastructure Limited,EQ,15-OCT-2020,5,1,INE060901027,5,EQ,239.45,242.95,229.3,231.65,232.55,238.1,204668,48178943.2,15-DEC-2022,6501,INE060901027
987,LINC,Linc Limited,EQ,09-MAR-2015,10,1,INE802B01019,10,EQ,435.05,435.05,420.1,422.95,420.1,435.05,11800,5020150.5,15-DEC-2022,1017,INE802B01019
988,LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-DEC-2015,10,1,INE405C01035,10,EQ,363.0,377.0,359.55,363.5,363.9,362.3,145323,53644603.85,15-DEC-2022,5777,INE405C01035
989,LINDEINDIA,Linde India Limited,EQ,16-JUN-1999,10,1,INE473A01011,10,EQ,3270.0,3369.95,3246.45,3362.2,3360.0,3266.85,93252,310842914.8,15-DEC-2022,12050,INE473A01011
990,LODHA,Macrotech Developers Limited,EQ,19-APR-2021,10,1,INE670K01029,10,EQ,1049.9,1058.15,1025.75,1047.25,1045.0,1041.35,585572,613423780.95,15-DEC-2022,35702,INE670K01029
991,LOKESHMACH,Lokesh Machines Limited,EQ,05-MAY-2006,10,1,INE397H01017,10,EQ,102.3,105.7,102.3,103.2,103.0,103.15,28574,2973252.4,15-DEC-2022,1396,INE397H01017
992,LOTUSEYE,Lotus Eye Hospital and Institute Limited,BE,11-JUL-2008,10,1,INE947I01017,10,BE,81.85,82.75,79.15,80.75,81.3,79.9,11375,915474.65,15-DEC-2022,181,INE947I01017
993,LOVABLE,Lovable Lingerie Limited,EQ,24-MAR-2011,10,1,INE597L01014,10,EQ,139.35,141.95,136.85,137.85,137.5,139.4,16841,2349296.0,15-DEC-2022,1121,INE597L01014
994,LOYALTEX,Loyal Textile Mills Limited,EQ,11-AUG-2022,10,1,INE970D01010,10,EQ,774.95,784.05,753.1,767.7,769.95,759.8,680,523407.05,15-DEC-2022,125,INE970D01010
995,LPDC,Landmark Property Development Company Limited,EQ,12-AUG-2008,1,1,INE197J01017,1,EQ,8.0,8.6,7.85,8.3,8.3,7.8,706892,5846865.6,15-DEC-2022,1271,INE197J01017
996,LSIL,Lloyds Steels Industries Limited,EQ,18-JUL-2016,1,1,INE093R01011,1,EQ,14.8,15.0,14.5,14.6,14.55,14.5,3352079,49452598.95,15-DEC-2022,4364,INE093R01011
997,LT,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2,EQ,2196.7,2209.0,2173.6,2177.55,2179.7,2195.45,1323412,2899027475.5,15-DEC-2022,75193,INE018A01030
998,LTIM,LTIMindtree Limited,EQ,21-JUL-2016,1,1,INE214T01019,1,EQ,4446.0,4450.0,4316.0,4331.3,4319.0,4443.15,476697,2085979269.6,15-DEC-2022,56069,INE214T01019
999,LTTS,L&T Technology Services Limited,EQ,23-SEP-2016,2,1,INE010V01017,2,EQ,4020.05,4080.0,3985.85,4044.0,4033.95,4029.65,342942,1386165036.05,15-DEC-2022,25074,INE010V01017
1000,LUMAXIND,Lumax Industries Limited,EQ,06-SEP-1995,10,1,INE162B01018,10,EQ,1976.0,1976.0,1890.05,1902.35,1901.0,1976.7,10823,20940733.8,15-DEC-2022,2387,INE162B01018
1001,LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-JAN-2007,2,1,INE872H01027,2,EQ,254.95,255.35,249.3,250.25,250.0,252.2,56103,14092001.9,15-DEC-2022,2434,INE872H01027
1002,LUPIN,Lupin Limited,EQ,10-SEP-2001,2,1,INE326A01037,2,EQ,758.75,763.6,746.8,750.85,747.75,758.75,306953,231127882.05,15-DEC-2022,11313,INE326A01037
1003,LUXIND,Lux Industries Limited,EQ,30-NOV-2015,2,1,INE150G01020,2,EQ,1715.0,1725.0,1692.9,1703.05,1695.9,1707.5,16298,27807335.35,15-DEC-2022,2805,INE150G01020
1004,LXCHEM,Laxmi Organic Industries Limited,EQ,25-MAR-2021,2,1,INE576O01020,2,EQ,303.45,318.5,302.45,309.85,308.7,303.45,1274064,396653121.35,15-DEC-2022,26016,INE576O01020
1005,LYKALABS,Lyka Labs Limited,EQ,08-FEB-1995,10,1,INE933A01014,10,EQ,133.1,134.45,130.15,131.55,132.75,133.4,34928,4617870.65,15-DEC-2022,801,INE933A01014
1006,LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-NOV-2013,10,1,INE142K01011,10,EQ,6.25,6.3,6.1,6.2,6.15,6.25,25413,158606.85,15-DEC-2022,91,INE142K01011
1007,M&M,Mahindra & Mahindra Limited,EQ,03-JAN-1996,5,1,INE101A01026,5,EQ,1285.9,1293.5,1281.75,1286.95,1286.0,1286.45,2417555,3117564166.8,15-DEC-2022,43147,INE101A01026
1008,M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,INE774D01024,2,EQ,235.65,243.4,235.65,238.7,237.5,237.15,4515792,1083987783.0,15-DEC-2022,38022,INE774D01024
1009,M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,INE774D01024,2,N2,1072.55,1075.0,1072.5,1075.0,1075.0,1079.0,654,702146.77,15-DEC-2022,16,INE774D08MA6
1010,MAANALU,Maan Aluminium Limited,EQ,22-OCT-2007,10,1,INE215I01019,10,EQ,184.8,184.8,178.0,178.55,179.0,180.65,16482,2968652.0,15-DEC-2022,660,INE215I01019
1011,MACPOWER,Macpower CNC Machines Limited,EQ,19-AUG-2020,10,1,INE155Z01011,10,EQ,328.45,328.45,323.0,325.85,327.5,323.45,11618,3792835.7,15-DEC-2022,848,INE155Z01011
1012,MADHAV,Madhav Marbles and Granites Limited,EQ,20-DEC-2007,10,1,INE925C01016,10,EQ,44.45,44.95,43.8,44.05,43.8,44.45,7322,324050.95,15-DEC-2022,165,INE925C01016
1013,MADHUCON,Madhucon Projects Limited,EQ,05-OCT-2006,1,1,INE378D01032,1,EQ,5.85,6.1,5.85,6.1,6.1,5.85,56375,341618.35,15-DEC-2022,108,INE378D01032
1014,MADRASFERT,Madras Fertilizers Limited,EQ,25-JUL-1997,10,1,INE414A01015,10,EQ,61.35,73.65,61.0,73.65,73.65,61.4,13317041,938645520.2,15-DEC-2022,45497,INE414A01015
1015,MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE347W01011,10,EQ,304.6,307.8,303.05,304.15,303.1,303.35,11086,3389294.65,15-DEC-2022,268,INE347W01011
1016,MAGNUM,Magnum Ventures Limited,EQ,20-SEP-2007,10,1,INE387I01016,10,EQ,19.85,19.85,18.65,18.85,19.05,19.55,200272,3796134.75,15-DEC-2022,846,INE387I01016
1017,MAHABANK,Bank of Maharashtra,EQ,12-APR-2004,10,1,INE457A01014,10,EQ,34.1,36.25,33.6,34.35,34.15,34.1,152586124,5354548872.1,15-DEC-2022,144471,INE457A01014
1018,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,21-JAN-1998,10,1,INE843B01013,10,EQ,128.0,128.6,119.1,119.8,120.7,125.35,22008,2708210.1,15-DEC-2022,335,INE843B01013
1019,MAHASTEEL,Mahamaya Steel Industries Limited,EQ,01-JUL-2016,10,1,INE451L01014,10,EQ,69.05,69.05,66.6,67.7,67.1,67.75,39242,2659731.05,15-DEC-2022,636,INE451L01014
1020,MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-FEB-2020,10,1,INE215D01010,10,EQ,108.3,111.15,107.6,108.4,107.8,108.1,47364,5201344.65,15-DEC-2022,942,INE215D01010
1021,MAHESHWARI,Maheshwari Logistics Limited,EQ,15-APR-2019,10,1,INE263W01010,10,EQ,73.95,74.55,73.4,73.7,73.9,73.4,15517,1151047.9,15-DEC-2022,154,INE263W01010
1022,MAHINDCIE,Mahindra CIE Automotive Limited,EQ,30-AUG-2007,10,1,INE536H01010,10,EQ,292.0,318.0,288.95,314.85,316.0,286.95,4525434,1391356805.2,15-DEC-2022,80316,INE536H01010
1023,MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-MAY-2000,10,1,INE813A01018,10,EQ,372.0,378.35,369.35,375.05,371.0,371.65,764185,283167832.7,15-DEC-2022,8602,INE813A01018
1024,MAHLOG,Mahindra Logistics Limited,EQ,10-NOV-2017,10,1,INE766P01016,10,EQ,491.5,491.85,478.5,479.75,479.05,489.15,50210,24208504.7,15-DEC-2022,3794,INE766P01016
1025,MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-FEB-1995,10,1,INE288A01013,10,EQ,4920.4,4945.0,4880.0,4892.25,4900.0,4920.35,2113,10372860.25,15-DEC-2022,696,INE288A01013
1026,MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-AUG-2004,5,1,INE271B01025,5,EQ,373.8,375.75,360.0,363.1,361.2,373.8,197237,72822707.35,15-DEC-2022,7568,INE271B01025
1027,MAITHANALL,Maithan Alloys Limited,EQ,05-JUL-2011,10,1,INE683C01011,10,EQ,943.0,963.9,943.0,960.0,962.0,948.3,22554,21616183.75,15-DEC-2022,1986,INE683C01011
1028,MALLCOM,Mallcom (India) Limited,EQ,02-FEB-2022,10,1,INE389C01015,10,EQ,678.7,680.75,656.0,662.35,666.0,670.75,1580,1048135.25,15-DEC-2022,234,INE389C01015
1029,MALUPAPER,Malu Paper Mills Limited,EQ,05-APR-2006,10,1,INE383H01017,10,EQ,33.0,33.0,32.5,32.55,32.6,32.65,10456,341309.25,15-DEC-2022,230,INE383H01017
1030,MANAKALUCO,Manaksia Aluminium Company Limited,EQ,30-MAR-2015,1,1,INE859Q01017,1,EQ,20.8,21.9,20.8,21.3,21.4,21.05,59566,1263631.4,15-DEC-2022,690,INE859Q01017
1031,MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-MAR-2015,1,1,INE830Q01018,1,EQ,18.7,19.2,17.9,18.15,18.15,18.95,126090,2308317.4,15-DEC-2022,904,INE830Q01018
1032,MANAKSIA,Manaksia Limited,EQ,08-JAN-2008,2,1,INE015D01022,2,EQ,79.0,79.0,77.65,77.85,78.2,78.35,50135,3910550.95,15-DEC-2022,437,INE015D01022
1033,MANAKSTEEL,Manaksia Steels Limited,EQ,30-MAR-2015,1,1,INE824Q01011,1,EQ,36.2,36.45,35.65,35.8,35.95,36.25,38633,1387036.15,15-DEC-2022,376,INE824Q01011
1034,MANALIPETC,Manali Petrochemicals Limited,EQ,06-DEC-2006,5,1,INE201A01024,5,EQ,83.35,84.15,82.5,82.7,82.8,83.0,278096,23182540.25,15-DEC-2022,3117,INE201A01024
1035,MANAPPURAM,Manappuram Finance Limited,EQ,01-DEC-2014,2,1,INE522D01027,2,EQ,118.0,120.75,117.5,118.25,118.35,117.75,6966956,828949232.35,15-DEC-2022,47043,INE522D01027
1036,MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-MAY-2005,10,1,INE584F01014,10,EQ,137.85,139.7,137.0,137.25,138.1,137.95,14924,2061059.4,15-DEC-2022,494,INE584F01014
1037,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,EQ,22-OCT-2007,10,1,INE558B01017,10,EQ,82.9,90.8,82.3,87.8,87.4,82.45,2672870,236572782.6,15-DEC-2022,18405,INE558B01017
1038,MANGLMCEM,Mangalam Cement Limited,EQ,03-JAN-1996,10,1,INE347A01017,10,EQ,323.25,326.6,319.0,324.7,324.9,323.25,22466,7239448.5,15-DEC-2022,1018,INE347A01017
1039,MANINDS,Man Industries (India) Limited,EQ,24-JUN-2005,5,1,INE993A01026,5,EQ,81.05,81.4,79.0,79.5,79.5,80.8,79638,6404307.4,15-DEC-2022,1092,INE993A01026
1040,MANINFRA,Man Infraconstruction Limited,EQ,11-MAR-2010,2,1,INE949H01023,2,EQ,81.6,82.75,79.5,79.95,79.95,81.55,372990,30235521.2,15-DEC-2022,2860,INE949H01023
1041,MANORAMA,Manorama Industries Limited,EQ,01-JUL-2022,10,1,INE00VM01010,10,EQ,1036.3,1052.5,1002.6,1021.2,1003.0,1019.3,2256,2316910.0,15-DEC-2022,362,INE00VM01010
1042,MANORG,Mangalam Organics Limited,EQ,02-NOV-2021,10,1,INE370D01013,10,EQ,522.0,525.0,513.0,514.8,515.0,521.7,5770,2988055.05,15-DEC-2022,608,INE370D01013
1043,MANUGRAPH,Manugraph India Limited,EQ,14-SEP-2006,2,1,INE867A01022,2,EQ,16.6,17.5,15.8,16.05,16.5,16.5,35440,586442.5,15-DEC-2022,258,INE867A01022
1044,MANYAVAR,Vedant Fashions Limited,EQ,16-FEB-2022,1,1,INE825V01034,1,EQ,1387.5,1387.5,1344.95,1355.1,1354.35,1382.25,29219,39936396.85,15-DEC-2022,8218,INE825V01034
1045,MAPMYINDIA,C.E. Info Systems Limited,EQ,21-DEC-2021,2,1,INE0BV301023,2,EQ,1148.7,1161.25,1145.0,1147.75,1147.95,1151.2,46340,53301950.0,15-DEC-2022,4713,INE0BV301023
1046,MARALOVER,Maral Overseas Limited,EQ,08-FEB-1995,10,1,INE882A01013,10,EQ,68.05,68.7,65.0,67.55,67.2,68.5,30549,2055196.55,15-DEC-2022,473,INE882A01013
