,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
506,FIBERWEB,Fiberweb (India) Limited,EQ,16-FEB-2022,10,1,INE296C01020,10,EQ,36.35,39.3,36.3,37.8,37.9,36.05,165280,6278552.75,15-DEC-2022,1066,INE296C01020
507,FIEMIND,Fiem Industries Limited,EQ,19-OCT-2006,10,1,INE737H01014,10,EQ,1870.0,1871.2,1846.0,1852.45,1847.05,1850.8,22212,41271577.8,15-DEC-2022,3481,INE737H01014
508,FILATEX,Filatex India Limited,EQ,29-AUG-2011,2,1,INE816B01027,2,EQ,95.4,96.5,94.8,94.95,95.05,95.25,119119,11384943.25,15-DEC-2022,1530,INE816B01027
509,FINCABLES,Finolex Cables Limited,EQ,15-FEB-1995,2,1,INE235A01022,2,EQ,559.85,592.0,558.05,586.7,585.0,559.2,595130,344986415.55,15-DEC-2022,20180,INE235A01022
510,FINEORG,Fine Organic Industries Limited,EQ,02-JUL-2018,5,1,INE686Y01026,5,EQ,5822.0,5844.7,5767.15,5793.0,5786.8,5791.95,55580,322343903.2,15-DEC-2022,6317,INE686Y01026
511,FINOPB,Fino Payments Bank Limited,EQ,12-NOV-2021,10,1,INE02NC01014,10,EQ,240.0,251.9,235.0,245.25,244.05,240.25,371410,91975482.2,15-DEC-2022,7573,INE02NC01014
512,FINPIPE,Finolex Industries Limited,EQ,08-FEB-1995,2,1,INE183A01024,2,EQ,180.6,187.9,177.75,182.85,182.1,180.2,3250590,597358349.55,15-DEC-2022,36000,INE183A01024
513,FIVESTAR,Five-Star Business Finance Limited,EQ,21-NOV-2022,1,1,INE128S01021,1,EQ,598.6,617.25,577.0,584.75,578.5,600.35,214083,128552592.15,15-DEC-2022,9624,INE128S01021
514,FLEXITUFF,Flexituff Ventures International Limited,BE,19-OCT-2011,10,1,INE060J01017,10,BE,27.3,28.3,27.3,27.6,27.9,28.05,12780,359075.15,15-DEC-2022,24,INE060J01017
515,FLFL,Future Lifestyle Fashions Limited,EQ,01-OCT-2013,2,1,INE452O01016,2,EQ,5.85,5.9,5.8,5.9,5.9,5.65,420300,2475901.6,15-DEC-2022,724,INE452O01016
516,FLUOROCHEM,Gujarat Fluorochemicals Limited,EQ,16-OCT-2019,1,1,INE09N301011,1,EQ,3264.6,3290.0,3226.0,3242.4,3231.0,3264.6,110033,359043343.0,15-DEC-2022,15618,INE09N301011
517,FMGOETZE,Federal-Mogul Goetze (India) Limited.,EQ,08-FEB-1995,10,1,INE529A01010,10,EQ,309.05,318.9,307.55,315.15,315.45,308.15,211546,66788849.75,15-DEC-2022,5006,INE529A01010
518,FMNL,Future Market Networks Limited,EQ,31-DEC-2010,10,1,INE360L01017,10,EQ,5.3,5.3,5.15,5.25,5.3,5.2,45551,239014.3,15-DEC-2022,135,INE360L01017
519,FOCUS,Focus Lighting and Fixtures Limited,EQ,24-NOV-2021,10,1,INE593W01010,10,EQ,300.3,300.3,282.05,282.6,282.95,296.85,58978,16789447.45,15-DEC-2022,1144,INE593W01010
520,FOODSIN,Foods & Inns Limited,BE,16-NOV-2021,1,1,INE976E01023,1,BE,125.0,129.6,123.5,129.6,129.6,123.45,239948,30696380.65,15-DEC-2022,810,INE976E01023
521,FORCEMOT,FORCE MOTORS LTD,EQ,03-NOV-1994,10,1,INE451A01017,10,EQ,1510.0,1527.0,1478.0,1487.0,1489.0,1505.3,25459,38196110.25,15-DEC-2022,3230,INE451A01017
522,FORTIS,Fortis Healthcare Limited,EQ,09-MAY-2007,10,1,INE061F01013,10,EQ,288.05,289.7,283.25,284.4,284.45,288.05,317996,90798589.0,15-DEC-2022,7587,INE061F01013
523,FOSECOIND,Foseco India Limited,EQ,05-MAY-2003,10,1,INE519A01011,10,EQ,1973.0,1973.95,1940.0,1949.85,1945.0,1960.2,3403,6686908.25,15-DEC-2022,400,INE519A01011
524,FSC,Future Supply Chain Solutions Limited,BE,18-DEC-2017,10,1,INE935Q01015,10,BE,25.7,25.7,25.15,25.2,25.45,25.4,11099,280746.35,15-DEC-2022,97,INE935Q01015
525,FSL,Firstsource Solutions Limited,EQ,22-FEB-2007,10,1,INE684F01012,10,EQ,107.95,108.45,106.0,106.4,106.2,108.45,962547,103100794.95,15-DEC-2022,8013,INE684F01012
526,FUSION,Fusion Micro Finance Limited,EQ,15-NOV-2022,10,1,INE139R01012,10,EQ,405.0,409.7,398.5,404.7,404.0,404.3,516463,208514183.4,15-DEC-2022,14501,INE139R01012
527,GABRIEL,Gabriel India Limited,EQ,20-APR-2005,1,1,INE524A01029,1,EQ,184.0,190.4,183.2,187.9,188.0,183.85,586073,110121257.1,15-DEC-2022,8371,INE524A01029
528,GAEL,Gujarat Ambuja Exports Limited,EQ,11-OCT-2000,1,1,INE036B01030,1,EQ,258.85,259.25,251.7,252.6,252.5,258.85,169955,43327247.65,15-DEC-2022,6071,INE036B01030
529,GAIL,GAIL (India) Limited,EQ,02-APR-1997,10,1,INE129A01019,10,EQ,96.15,98.4,95.45,97.35,97.15,96.0,28006772,2727108265.7,15-DEC-2022,76969,INE129A01019
530,GAL,Gyscoal Alloys Limited,EQ,27-OCT-2010,1,1,INE482J01021,1,EQ,3.35,3.5,3.3,3.4,3.4,3.55,707769,2409092.5,15-DEC-2022,512,INE482J01021
531,GALAXYSURF,Galaxy Surfactants Limited,EQ,08-FEB-2018,10,1,INE600K01018,10,EQ,2693.95,2710.0,2659.0,2671.55,2666.7,2689.95,8808,23644677.75,15-DEC-2022,1929,INE600K01018
532,GALLANTT,Gallantt Ispat Limited,EQ,04-APR-2006,10,1,INE297H01019,10,EQ,63.45,64.35,61.0,61.9,62.4,63.1,84962,5331575.95,15-DEC-2022,846,INE297H01019
533,GANDHITUBE,Gandhi Special Tubes Limited,EQ,31-JAN-2007,5,1,INE524B01027,5,EQ,603.0,614.8,602.05,607.0,608.0,601.55,17616,10717824.75,15-DEC-2022,1322,INE524B01027
534,GANECOS,Ganesha Ecosphere Limited,EQ,09-MAR-2015,10,1,INE845D01014,10,EQ,938.05,954.95,922.5,935.75,935.95,938.75,66169,62381952.0,15-DEC-2022,4562,INE845D01014
535,GANESHBE,Ganesh Benzoplast Limited,EQ,16-SEP-2021,1,1,INE388A01029,1,EQ,151.9,152.2,146.1,146.55,146.15,149.45,74693,11089103.2,15-DEC-2022,2305,INE388A01029
536,GANESHHOUC,Ganesh Housing Corporation Limited,EQ,02-MAR-2007,10,1,INE460C01014,10,EQ,365.3,365.3,339.2,343.55,343.0,361.7,47318,16414789.7,15-DEC-2022,1673,INE460C01014
537,GANGAFORGE,Ganga Forging Limited,EQ,06-JUL-2021,1,1,INE691Z01023,1,EQ,4.8,4.8,4.65,4.7,4.7,4.75,235090,1105820.25,15-DEC-2022,413,INE691Z01023
538,GANGESSECU,Ganges Securities Limited,EQ,28-JUL-2017,10,1,INE335W01016,10,EQ,127.5,134.45,121.4,125.4,124.0,125.85,48158,6069310.45,15-DEC-2022,952,INE335W01016
539,GARFIBRES,Garware Technical Fibres Limited,EQ,03-APR-2007,10,1,INE276A01018,10,EQ,3370.4,3409.0,3370.2,3382.55,3370.2,3370.4,4006,13564794.65,15-DEC-2022,911,INE276A01018
540,GATEWAY,Gateway Distriparks Limited,EQ,22-MAR-2022,10,1,INE079J01017,10,EQ,69.05,69.5,67.8,67.95,67.9,69.05,374655,25656313.65,15-DEC-2022,3921,INE079J01017
541,GATI,GATI Limited,EQ,10-OCT-2006,2,1,INE152B01027,2,EQ,159.95,160.0,156.1,157.15,157.2,157.9,130103,20521125.5,15-DEC-2022,3000,INE152B01027
542,GAYAHWS,Gayatri Highways Limited,EQ,28-JUN-2018,2,1,INE287Z01012,2,EQ,0.9,0.9,0.85,0.9,0.85,0.9,382095,329969.25,15-DEC-2022,367,INE287Z01012
543,GAYAPROJ,Gayatri Projects Limited,BE,22-AUG-2011,2,1,INE336H01023,2,BE,9.45,9.45,9.3,9.45,9.45,9.0,1176643,11110475.65,15-DEC-2022,403,INE336H01023
544,GEECEE,GeeCee Ventures Limited,EQ,04-OCT-2006,10,1,INE916G01016,10,EQ,162.6,166.85,160.0,161.35,160.5,163.25,16458,2699648.95,15-DEC-2022,949,INE916G01016
545,GEEKAYWIRE,Geekay Wires Limited,EQ,06-MAR-2020,10,1,INE669X01016,10,EQ,81.85,81.85,77.8,78.15,78.4,80.25,29889,2380602.05,15-DEC-2022,534,INE669X01016
546,GENCON,Generic Engineering Construction and Projects Limited,EQ,16-FEB-2021,5,1,INE854S01022,5,EQ,32.35,34.4,31.3,32.0,31.9,31.85,240196,7866230.75,15-DEC-2022,1252,INE854S01022
547,GENESYS,Genesys International Corporation Limited,EQ,23-JAN-2003,5,1,INE727B01026,5,EQ,477.15,478.95,470.0,471.7,470.0,472.45,5207,2467849.45,15-DEC-2022,241,INE727B01026
548,GENUSPAPER,Genus Paper & Boards Limited,EQ,16-FEB-2015,1,1,INE949P01018,1,EQ,17.5,17.65,16.8,16.9,16.95,17.35,339275,5825559.9,15-DEC-2022,1146,INE949P01018
549,GENUSPOWER,Genus Power Infrastructures Limited,EQ,08-JUL-2005,1,1,INE955D01029,1,EQ,91.8,93.75,90.65,91.6,91.55,91.25,521546,48043732.65,15-DEC-2022,4799,INE955D01029
550,GEOJITFSL,Geojit Financial Services Limited,EQ,01-JUL-2005,1,1,INE007B01023,1,EQ,48.8,49.9,48.6,48.75,48.65,48.65,933058,45868011.15,15-DEC-2022,4073,INE007B01023
551,GEPIL,GE Power India Limited,EQ,19-APR-2000,10,1,INE878A01011,10,EQ,146.15,149.0,144.1,145.2,144.7,147.45,77599,11328624.65,15-DEC-2022,3041,INE878A01011
552,GESHIP,The Great Eastern Shipping Company Limited,EQ,27-NOV-2006,10,1,INE017A01032,10,EQ,719.85,726.9,678.95,685.5,688.5,717.9,257965,179799304.2,15-DEC-2022,10797,INE017A01032
553,GET&D,GE T&D India Limited,EQ,30-JUN-2008,2,1,INE200A01026,2,EQ,124.0,127.55,123.15,125.15,124.55,124.0,48794,6140284.15,15-DEC-2022,1120,INE200A01026
554,GFLLIMITED,GFL Limited,EQ,25-MAY-1995,1,1,INE538A01037,1,EQ,67.8,68.5,66.05,66.65,66.5,68.0,60307,4059570.15,15-DEC-2022,889,INE538A01037
555,GHCL,GHCL Limited,EQ,31-JUL-2003,10,1,INE539A01019,10,EQ,503.45,522.85,503.0,518.7,519.85,501.6,588489,302933968.1,15-DEC-2022,18642,INE539A01019
556,GICHSGFIN,GIC Housing Finance Limited,EQ,08-MAY-1996,10,1,INE289B01019,10,EQ,188.0,197.85,186.55,192.75,191.55,187.75,1726326,331804877.2,15-DEC-2022,26491,INE289B01019
557,GICRE,General Insurance Corporation of India,EQ,25-OCT-2017,5,1,INE481Y01014,5,EQ,160.0,181.8,160.0,177.1,176.7,159.9,17307208,2982281346.8,15-DEC-2022,105345,INE481Y01014
558,GILLANDERS,Gillanders Arbuthnot & Company Limited,EQ,14-DEC-2009,10,1,INE047B01011,10,EQ,76.35,77.5,76.0,77.0,76.6,76.2,27304,2105006.85,15-DEC-2022,196,INE047B01011
559,GILLETTE,Gillette India Limited,EQ,30-JUL-2003,10,1,INE322A01010,10,EQ,5077.0,5097.0,5050.5,5066.25,5080.0,5076.15,1504,7633278.9,15-DEC-2022,611,INE322A01010
560,GINNIFILA,Ginni Filaments Limited,EQ,10-MAY-1995,10,1,INE424C01010,10,EQ,34.4,34.8,33.5,33.75,33.65,34.35,38894,1321668.5,15-DEC-2022,305,INE424C01010
561,GIPCL,Gujarat Industries Power Company Limited,EQ,08-FEB-1995,10,1,INE162A01010,10,EQ,89.0,90.0,88.5,88.85,88.6,89.0,203915,18194986.35,15-DEC-2022,2567,INE162A01010
562,GKWLIMITED,GKW Limited,EQ,20-JUL-2009,10,1,INE528A01020,10,EQ,576.25,585.0,574.95,577.2,584.5,579.25,602,349509.8,15-DEC-2022,76,INE528A01020
563,GLAND,Gland Pharma Limited,EQ,20-NOV-2020,1,1,INE068V01023,1,EQ,1763.7,1775.0,1735.1,1749.6,1745.5,1765.75,143196,250795811.95,15-DEC-2022,9967,INE068V01023
564,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,EQ,15-DEC-2000,10,1,INE159A01016,10,EQ,1340.0,1355.0,1338.3,1343.45,1342.0,1341.75,34457,46456385.4,15-DEC-2022,3696,INE159A01016
565,GLENMARK,Glenmark Pharmaceuticals Limited,EQ,07-FEB-2000,1,1,INE935A01035,1,EQ,441.0,445.15,434.0,436.45,435.55,439.55,1674739,736668099.6,15-DEC-2022,31805,INE935A01035
566,GLFL,Gujarat Lease Financing Limited,EQ,08-FEB-1995,10,1,INE540A01017,10,EQ,3.5,3.5,3.3,3.45,3.3,3.35,46910,162931.85,15-DEC-2022,95,INE540A01017
567,GLOBAL,Global Education Limited,EQ,07-DEC-2020,5,1,INE291W01029,5,EQ,196.7,196.7,186.9,186.9,186.9,196.7,109666,20565836.2,15-DEC-2022,1410,INE291W01029
568,GLOBALVECT,Global Vectra Helicorp Limited,EQ,27-OCT-2006,10,1,INE792H01019,10,EQ,52.75,54.95,51.5,54.3,54.9,51.5,27547,1478505.0,15-DEC-2022,337,INE792H01019
569,GLOBE,Globe Textiles (India) Limited,EQ,07-OCT-2020,2,1,INE581X01021,2,EQ,4.9,4.95,4.85,4.85,4.9,4.85,669180,3275692.35,15-DEC-2022,935,INE581X01021
570,GLOBUSSPR,Globus Spirits Limited,EQ,23-SEP-2009,10,1,INE615I01010,10,EQ,942.9,942.9,893.25,905.8,911.0,943.2,141374,129331779.4,15-DEC-2022,8831,INE615I01010
571,GLS,Glenmark Life Sciences Limited,EQ,06-AUG-2021,2,1,INE03Q201024,2,EQ,440.8,442.65,430.15,435.25,436.55,440.8,81532,35712646.7,15-DEC-2022,5050,INE03Q201024
572,GMBREW,GM Breweries Limited,EQ,23-AUG-1995,10,1,INE075D01018,10,EQ,615.5,624.0,615.5,619.25,618.0,615.7,15750,9775766.05,15-DEC-2022,957,INE075D01018
573,GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ,17-DEC-1997,2,1,INE131A01031,2,EQ,155.0,158.15,151.6,152.9,152.4,154.85,1372960,213380030.25,15-DEC-2022,11190,INE131A01031
574,GMMPFAUDLR,GMM Pfaudler Limited,EQ,05-MAR-2018,2,1,INE541A01023,2,EQ,1953.55,1974.35,1909.35,1924.7,1920.0,1953.55,50419,97910686.7,15-DEC-2022,9718,INE541A01023
575,GMRINFRA,GMR Airports Infrastructure Limited,EQ,21-AUG-2006,1,1,INE776C01039,1,EQ,43.2,43.65,42.0,42.4,42.3,43.35,11356770,486921228.95,15-DEC-2022,49302,INE776C01039
576,GMRP&UI,GMR Power and Urban Infra Limited,EQ,23-MAR-2022,5,1,INE0CU601026,5,EQ,24.55,25.65,24.5,25.0,25.15,24.45,3464801,87409701.95,15-DEC-2022,7399,INE0CU601026
577,GNA,GNA Axles Limited,EQ,26-SEP-2016,10,1,INE934S01014,10,EQ,678.4,678.55,664.45,672.85,670.05,673.35,51826,34870815.4,15-DEC-2022,3717,INE934S01014
578,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,17-MAY-1995,10,1,INE113A01013,10,EQ,598.5,608.6,591.2,599.3,596.95,599.25,1617449,971639398.5,15-DEC-2022,39353,INE113A01013
579,GOACARBON,Goa Carbon Limited,EQ,05-JUN-2007,10,1,INE426D01013,10,EQ,565.0,580.45,561.1,565.05,563.8,564.5,53119,30317547.6,15-DEC-2022,2291,INE426D01013
580,GOCLCORP,GOCL Corporation Limited,EQ,26-JUN-2014,2,1,INE077F01035,2,EQ,344.0,354.9,336.4,339.7,339.8,347.3,57684,19943644.3,15-DEC-2022,3900,INE077F01035
581,GOCOLORS,Go Fashion (India) Limited,EQ,30-NOV-2021,10,1,INE0BJS01011,10,EQ,1223.9,1223.9,1190.5,1211.45,1210.0,1211.95,20788,25006789.15,15-DEC-2022,4029,INE0BJS01011
582,GODFRYPHLP,Godfrey Phillips India Limited,EQ,24-JUL-1996,2,1,INE260B01028,2,EQ,1925.45,1994.0,1922.0,1974.95,1990.0,1925.1,138716,271115811.55,15-DEC-2022,11488,INE260B01028
583,GODHA,Godha Cabcon & Insulation Limited,EQ,24-DEC-2020,1,1,INE925Y01036,1,EQ,3.1,3.25,3.1,3.15,3.2,3.1,1047313,3311426.95,15-DEC-2022,999,INE925Y01036
584,GODREJAGRO,Godrej Agrovet Limited,EQ,16-OCT-2017,10,1,INE850D01014,10,EQ,484.0,488.0,482.45,483.2,483.0,484.75,28635,13891066.45,15-DEC-2022,1885,INE850D01014
585,GODREJCP,Godrej Consumer Products Limited,EQ,20-JUN-2001,1,1,INE102D01028,1,EQ,887.05,906.0,885.0,903.2,903.0,887.15,1303005,1171871205.75,15-DEC-2022,76711,INE102D01028
586,GODREJIND,Godrej Industries Limited,EQ,25-FEB-2003,1,1,INE233A01035,1,EQ,469.0,469.0,458.05,460.45,458.85,466.5,80458,37299605.25,15-DEC-2022,3109,INE233A01035
587,GODREJPROP,Godrej Properties Limited,EQ,05-JAN-2010,5,1,INE484J01027,5,EQ,1329.05,1343.8,1305.25,1310.8,1311.0,1332.25,494223,655208068.35,15-DEC-2022,20152,INE484J01027
588,GOENKA,Goenka Diamond and Jewels Limited,BZ,16-APR-2010,1,1,INE516K01024,1,BZ,1.7,1.7,1.65,1.65,1.65,1.65,207280,345922.8,15-DEC-2022,218,INE516K01024
589,GOKEX,Gokaldas Exports Limited,EQ,27-APR-2005,5,1,INE887G01027,5,EQ,376.0,381.6,373.0,374.6,377.0,376.45,79075,29813091.7,15-DEC-2022,4969,INE887G01027
590,GOKUL,Gokul Refoils and Solvent Limited,EQ,04-JUN-2008,2,1,INE020J01029,2,EQ,35.3,36.45,35.2,35.8,35.35,35.2,180085,6456508.6,15-DEC-2022,1590,INE020J01029
591,GOKULAGRO,Gokul Agro Resources Limited,EQ,11-MAR-2016,2,1,INE314T01025,2,EQ,131.0,136.5,129.55,131.85,131.0,130.1,424329,56698153.1,15-DEC-2022,7541,INE314T01025
592,GOLDENTOBC,Golden Tobacco Limited,BZ,08-FEB-1995,10,1,INE973A01010,10,BZ,70.0,71.7,70.0,71.45,71.0,71.25,2867,202410.0,15-DEC-2022,73,INE973A01010
593,GOLDIAM,Goldiam International Limited,EQ,29-AUG-2005,2,1,INE025B01025,2,EQ,136.35,138.2,133.3,134.95,133.6,135.05,132059,17984460.45,15-DEC-2022,2314,INE025B01025
594,GOLDTECH,Goldstone Technologies Limited,EQ,11-APR-2001,10,1,INE805A01014,10,EQ,50.55,50.55,48.75,49.0,48.8,50.15,20874,1034603.15,15-DEC-2022,247,INE805A01014
595,GOODLUCK,Goodluck India Limited,EQ,08-JAN-2015,2,1,INE127I01024,2,EQ,493.05,502.15,491.5,495.35,492.0,493.05,218382,108367932.4,15-DEC-2022,4840,INE127I01024
596,GOODYEAR,Goodyear India Limited,EQ,28-DEC-1994,10,1,INE533A01012,10,EQ,1168.25,1175.0,1139.4,1150.4,1150.0,1160.55,30388,35097086.35,15-DEC-2022,4678,INE533A01012
597,GOYALALUM,Goyal Aluminiums Limited,EQ,04-NOV-2022,10,1,INE705X01018,10,EQ,171.9,181.95,166.0,173.35,174.0,170.35,34216,5941358.7,15-DEC-2022,516,INE705X01018
598,GPIL,Godawari Power And Ispat limited,EQ,25-APR-2006,5,1,INE177H01021,5,EQ,363.95,374.2,356.3,359.65,361.0,364.05,530822,194671817.3,15-DEC-2022,14611,INE177H01021
599,GPPL,Gujarat Pipavav Port Limited,EQ,09-SEP-2010,10,1,INE517F01014,10,EQ,96.0,101.25,96.0,96.75,96.35,94.8,7413593,729629783.5,15-DEC-2022,35620,INE517F01014
600,GPTINFRA,GPT Infraprojects Limited,EQ,11-JUL-2016,10,1,INE390G01014,10,EQ,54.3,56.85,54.15,55.75,55.0,54.2,90814,5083376.55,15-DEC-2022,935,INE390G01014
601,GRANULES,Granules India Limited,EQ,20-JUN-2005,1,1,INE101D01020,1,EQ,334.35,338.0,331.1,333.8,332.8,335.95,682018,227420278.7,15-DEC-2022,9830,INE101D01020
602,GRAPHITE,Graphite India Limited,EQ,07-FEB-2003,2,1,INE371A01025,2,EQ,402.9,413.4,399.0,400.55,400.95,404.25,802479,326696528.9,15-DEC-2022,17484,INE371A01025
603,GRASIM,Grasim Industries Limited,EQ,10-MAY-1995,2,1,INE047A01021,2,EQ,1822.8,1825.3,1778.0,1786.9,1779.0,1821.85,317751,572776999.35,15-DEC-2022,18239,INE047A01021
604,GRAUWEIL,Grauer & Weil (India) Limited,EQ,05-AUG-2021,1,1,INE266D01021,1,EQ,93.9,94.8,92.2,93.05,93.5,94.8,344332,32148922.45,15-DEC-2022,4022,INE266D01021
605,GRAVITA,Gravita India Limited,EQ,16-NOV-2010,2,1,INE024L01027,2,EQ,448.95,458.0,426.15,429.45,432.0,448.35,891521,395609968.9,15-DEC-2022,38863,INE024L01027
606,GREAVESCOT,Greaves Cotton Limited,EQ,09-SEP-2004,2,1,INE224A01026,2,EQ,141.0,144.8,140.6,143.05,143.0,140.4,1832134,262214304.9,15-DEC-2022,15592,INE224A01026
607,GREENLAM,Greenlam Industries Limited,EQ,02-MAR-2015,1,1,INE544R01021,1,EQ,329.0,330.05,320.0,324.65,325.0,325.95,8728,2836805.7,15-DEC-2022,1003,INE544R01021
608,GREENPANEL,Greenpanel Industries Limited,EQ,23-OCT-2019,1,1,INE08ZM01014,1,EQ,351.0,351.0,343.3,345.6,346.25,348.2,207151,71756727.45,15-DEC-2022,15449,INE08ZM01014
609,GREENPLY,Greenply Industries Limited,EQ,06-MAR-1996,1,1,INE461C01038,1,EQ,155.3,156.8,154.8,154.95,154.95,154.95,87037,13537689.85,15-DEC-2022,3447,INE461C01038
610,GREENPOWER,Orient Green Power Company Limited,EQ,08-OCT-2010,10,1,INE999K01014,10,EQ,9.25,10.7,9.25,10.4,10.65,9.2,37117629,376017385.65,15-DEC-2022,19486,INE999K01014
611,GRINDWELL,Grindwell Norton Limited,EQ,11-SEP-2006,5,1,INE536A01023,5,EQ,1925.25,1940.0,1915.0,1920.0,1916.05,1915.65,79341,153171771.1,15-DEC-2022,4038,INE536A01023
612,GRINFRA,G R Infraprojects Limited,EQ,19-JUL-2021,5,1,INE201P01022,5,EQ,1239.95,1239.95,1213.05,1219.75,1221.0,1233.8,21298,26110055.65,15-DEC-2022,1068,INE201P01022
613,GRMOVER,GRM Overseas Limited,EQ,07-SEP-2022,2,1,INE192H01020,2,EQ,377.15,382.7,354.0,368.9,368.95,377.0,100034,36594737.4,15-DEC-2022,7141,INE192H01020
614,GROBTEA,The Grob Tea Company Limited,EQ,14-JUL-2016,10,1,INE646C01018,10,EQ,877.8,898.0,870.0,887.35,888.0,875.2,229,201477.25,15-DEC-2022,60,INE646C01018
615,GRPLTD,GRP Limited,EQ,12-FEB-2015,10,1,INE137I01015,10,EQ,1970.05,2005.85,1888.0,1916.1,1917.0,1986.0,1622,3143831.0,15-DEC-2022,484,INE137I01015
616,GRSE,Garden Reach Shipbuilders & Engineers Limited,EQ,10-OCT-2018,10,1,INE382Z01011,10,EQ,524.95,526.75,499.2,505.5,506.0,523.3,913948,465145917.0,15-DEC-2022,21563,INE382Z01011
617,GRWRHITECH,Garware Hi-Tech Films Limited,EQ,03-FEB-2022,10,1,INE291A01017,10,EQ,703.9,727.0,696.0,705.8,705.15,693.4,35650,25349046.35,15-DEC-2022,2079,INE291A01017
618,GSCLCEMENT,Gujarat Sidhee Cement Limited,EQ,15-MAY-2013,10,1,INE542A01039,10,EQ,39.25,39.9,38.7,38.95,38.75,39.55,88251,3465723.4,15-DEC-2022,861,INE542A01039
619,GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,06-SEP-1995,2,1,INE026A01025,2,EQ,140.5,151.3,139.7,148.9,148.2,140.35,17217844,2533399654.2,15-DEC-2022,79626,INE026A01025
620,GSPL,Gujarat State Petronet Limited,EQ,16-FEB-2006,10,1,INE246F01010,10,EQ,274.1,274.85,268.0,269.05,269.5,274.15,784482,212396122.95,15-DEC-2022,7160,INE246F01010
621,GSS,GSS Infotech Limited,EQ,07-MAR-2008,10,1,INE871H01011,10,EQ,290.6,290.7,282.3,287.7,287.0,287.7,40958,11714094.8,15-DEC-2022,1450,INE871H01011
622,GTL,GTL Limited,EQ,29-MAR-1995,10,1,INE043A01012,10,EQ,9.25,9.4,8.95,8.95,8.95,9.2,1309432,12003523.35,15-DEC-2022,1792,INE043A01012
623,GTLINFRA,GTL Infrastructure Limited,EQ,09-NOV-2006,10,1,INE221H01019,10,EQ,1.4,1.4,1.25,1.3,1.3,1.4,47916788,63714340.3,15-DEC-2022,13319,INE221H01019
624,GTPL,GTPL Hathway Limited,EQ,04-JUL-2017,10,1,INE869I01013,10,EQ,144.0,145.5,140.7,141.75,142.0,142.15,92231,13229726.55,15-DEC-2022,1667,INE869I01013
625,GUFICBIO,Gufic Biosciences Limited,EQ,19-OCT-2004,1,1,INE742B01025,1,EQ,215.6,217.2,212.4,213.5,213.75,215.6,64383,13823349.75,15-DEC-2022,2109,INE742B01025
626,GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,07-AUG-1997,10,1,INE186A01019,10,EQ,775.2,776.35,763.0,766.55,768.0,771.35,66024,50711411.6,15-DEC-2022,4364,INE186A01019
627,GUJAPOLLO,Gujarat Apollo Industries Limited,EQ,04-JUN-2007,10,1,INE826C01016,10,EQ,196.0,202.0,195.55,199.25,196.9,198.0,1704,337560.4,15-DEC-2022,128,INE826C01016
628,GUJGASLTD,Gujarat Gas Limited,EQ,15-SEP-2015,2,1,INE844O01030,2,EQ,525.0,539.1,523.55,531.8,530.5,525.65,1583371,845521093.8,15-DEC-2022,31451,INE844O01030
629,GUJRAFFIA,Gujarat Raffia Industries Limited,BE,09-OCT-1996,10,1,INE610B01024,10,BE,34.8,35.0,34.55,35.0,35.0,33.35,4543,158794.35,15-DEC-2022,43,INE610B01024
630,GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,31-JUL-2014,2,1,INE635Q01029,2,EQ,457.9,469.0,456.5,458.75,457.2,455.7,39245,18154604.9,15-DEC-2022,5650,INE635Q01029
631,GULFPETRO,GP Petroleums Limited,EQ,24-SEP-2004,5,1,INE586G01017,5,EQ,43.95,44.2,43.05,43.45,43.5,43.65,105551,4607076.65,15-DEC-2022,892,INE586G01017
632,GULPOLY,Gulshan Polyols Limited,EQ,28-JAN-2015,1,1,INE255D01024,1,EQ,267.7,279.15,256.0,258.9,259.0,245.75,477143,127294632.25,15-DEC-2022,10873,INE255D01024
633,GVKPIL,GVK Power & Infrastructure Limited,EQ,27-FEB-2006,1,1,INE251H01024,1,EQ,3.4,3.45,3.3,3.35,3.35,3.4,2772311,9426518.4,15-DEC-2022,1190,INE251H01024
634,HAL,Hindustan Aeronautics Limited,EQ,28-MAR-2018,10,1,INE066F01012,10,EQ,2680.0,2689.7,2592.05,2603.8,2600.5,2683.65,833892,2193258307.95,15-DEC-2022,47221,INE066F01012
635,HAPPSTMNDS,Happiest Minds Technologies Limited,EQ,17-SEP-2020,2,1,INE419U01012,2,EQ,924.95,932.6,921.15,924.1,922.8,924.35,111944,103626719.55,15-DEC-2022,8300,INE419U01012
636,HARDWYN,Hardwyn India Limited,EQ,12-APR-2022,10,1,INE626Z01011,10,EQ,315.65,319.45,308.0,309.9,311.0,311.0,4524,1416474.0,15-DEC-2022,637,INE626Z01011
